episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
269,-0.280000,183,81008,0,2026-03-23T18:45:33.433817,60075
270,27.560001,463,81064,0,2026-03-23T18:45:33.437681,20085
271,39.779995,477,81128,0,2026-03-23T18:45:33.441962,70081
272,0.910000,165,81184,0,2026-03-23T18:45:33.445724,10074
273,2.820000,208,82728,0,2026-03-23T18:45:33.697259,20086
274,8.309999,353,83128,0,2026-03-23T18:45:33.725099,40082
275,28.740002,2500,83480,0,2026-03-23T18:45:33.750807,30066
276,8.160000,294,83480,0,2026-03-23T18:45:33.750816,70082
277,4.910000,313,83512,0,2026-03-23T18:45:33.753870,60076
278,4.060000,297,83560,0,2026-03-23T18:45:33.757367,10075
279,39.649998,405,83632,0,2026-03-23T18:45:33.762531,50082
280,0.910000,165,84880,0,2026-03-23T18:45:33.997596,10076
281,4.780000,243,85072,0,2026-03-23T18:45:34.012157,40083
282,19.010000,302,85144,0,2026-03-23T18:45:34.017625,20087
283,16.340000,225,85312,0,2026-03-23T18:45:34.029105,60077
284,2.580000,211,85320,0,2026-03-23T18:45:34.029910,50083
285,6.340000,251,85488,0,2026-03-23T18:45:34.042132,70083
286,0.910000,166,86208,0,2026-03-23T18:45:34.241398,10077
287,2.590000,234,87016,0,2026-03-23T18:45:34.296744,20088
288,1.580000,219,87240,0,2026-03-23T18:45:34.312265,70084
289,4.730000,250,87312,0,2026-03-23T18:45:34.317346,60078
290,20.209999,294,87424,0,2026-03-23T18:45:34.325130,40084
291,21.020000,354,88152,0,2026-03-23T18:45:34.519998,50084
292,2.670000,198,88600,0,2026-03-23T18:45:34.550770,20089
293,1.620000,205,88952,0,2026-03-23T18:45:34.574559,60079
294,6.500000,254,89456,0,2026-03-23T18:45:34.607540,40085
295,6.590000,216,89880,0,2026-03-23T18:45:34.635374,50085
296,19.620001,354,90072,0,2026-03-23T18:45:34.647367,70085
297,1.150000,247,90928,0,2026-03-23T18:45:34.847903,60080
298,4.780000,239,91368,0,2026-03-23T18:45:34.876447,40086
299,1.620000,206,91528,0,2026-03-23T18:45:34.887138,50086
300,8.130000,401,91808,0,2026-03-23T18:45:34.906130,20090
301,0.910000,165,92688,0,2026-03-23T18:45:35.110436,40087
302,3.830000,230,92768,0,2026-03-23T18:45:35.116216,60081
303,11.080000,365,92992,0,2026-03-23T18:45:35.131877,70086
304,0.670000,192,93064,0,2026-03-23T18:45:35.137488,50087
305,3.300000,268,93952,0,2026-03-23T18:45:35.197298,20091
306,2.580000,237,94960,0,2026-03-23T18:45:35.414207,50088
307,4.450000,301,95096,0,2026-03-23T18:45:35.424540,40088
308,5.290000,283,95256,0,2026-03-23T18:45:35.436569,70087
309,18.059999,251,95960,0,2026-03-23T18:45:35.485295,20092
310,12.890000,460,96448,0,2026-03-23T18:45:35.671063,60082
311,4.230000,209,96768,0,2026-03-23T18:45:35.694010,40089
312,18.710003,289,97272,0,2026-03-23T18:45:35.727146,50089
313,43.139988,2500,97320,0,2026-03-23T18:45:35.730394,67
314,17.250000,267,97392,0,2026-03-23T18:45:35.735585,70088
315,1.630000,196,98336,0,2026-03-23T18:45:35.942391,40090
316,0.910000,166,98720,0,2026-03-23T18:45:35.969247,70089
317,4.190000,211,99008,0,2026-03-23T18:45:35.988335,68
318,19.180002,322,99024,0,2026-03-23T18:45:35.989624,60083
319,9.220000,391,99088,0,2026-03-23T18:45:35.993790,20093
320,7.110000,326,99880,0,2026-03-23T18:45:36.047170,50090
321,2.630000,230,100176,0,2026-03-23T18:45:36.101871,40091
322,0.910000,165,100344,0,2026-03-23T18:45:36.114737,60084
323,4.180000,209,100392,0,2026-03-23T18:45:36.266021,70090
324,18.000002,250,101008,0,2026-03-23T18:45:36.309725,69
325,5.690000,272,101264,0,2026-03-23T18:45:36.326671,20094
326,0.430000,182,101848,0,2026-03-23T18:45:36.366660,70091
327,8.099999,250,102176,0,2026-03-23T18:45:36.393424,40092
328,4.780000,236,102232,0,2026-03-23T18:45:36.397804,60085
329,5.410000,302,102296,0,2026-03-23T18:45:36.404284,50091
330,0.670000,166,102336,0,2026-03-23T18:45:36.408609,70
331,0.910000,165,102584,0,2026-03-23T18:45:36.578703,20095
332,0.910000,166,103176,0,2026-03-23T18:45:36.619278,70092
333,42.469986,2500,103480,0,2026-03-23T18:45:36.640251,30067
